segment_id,lat,lon,km,frc,freeflow_kmph,probe_hits,zone
afa44072,19.13257,72.89714,0.144,FRC4,13,1,Andheri-Jogeshwari-Powai
41f0baf1,19.13258,72.89682,0.15,FRC4,12,3,Andheri-Jogeshwari-Powai
8d615081,19.12690,72.92159,0.155,FRC2,31,1,Andheri-Jogeshwari-Powai
e7a6f08f,19.15128,72.85615,0.233,FRC3,21,1,Andheri-Jogeshwari-Powai
edae100a,19.14431,72.82932,0.248,FRC4,19,1,Andheri-Jogeshwari-Powai
e249ff72,19.12534,72.89192,0.256,FRC4,23,1,Andheri-Jogeshwari-Powai
c5a837c4,19.15309,72.85290,0.256,FRC4,20,1,Andheri-Jogeshwari-Powai
00a723c6,19.12736,72.91850,0.26,FRC2,24,5,Andheri-Jogeshwari-Powai
2c4e32cc,19.13941,72.85471,0.385,FRC4,14,1,Andheri-Jogeshwari-Powai
3cd45dfc,19.14507,72.82896,0.389,FRC4,28,2,Andheri-Jogeshwari-Powai
f1f88e5a,19.12587,72.93918,0.391,FRC3,32,2,Andheri-Jogeshwari-Powai
d4310f0b,19.12799,72.82172,0.433,FRC4,20,1,Andheri-Jogeshwari-Powai
563ac024,19.11736,72.85066,0.455,FRC4,21,1,Andheri-Jogeshwari-Powai
411227af,19.12497,72.89531,0.455,FRC2,26,3,Andheri-Jogeshwari-Powai
78557d2b,19.12051,72.90030,0.458,FRC2,30,1,Andheri-Jogeshwari-Powai
9e9796a3,19.12509,72.89549,0.458,FRC2,33,5,Andheri-Jogeshwari-Powai
5d41584f,19.13022,72.86396,0.461,FRC4,20,1,Andheri-Jogeshwari-Powai
f487304a,19.11171,72.85301,0.526,FRC4,22,2,Andheri-Jogeshwari-Powai
e97395bb,19.12567,72.84458,0.534,FRC4,17,1,Andheri-Jogeshwari-Powai
823bf880,19.11609,72.84322,0.551,FRC2,32,1,Andheri-Jogeshwari-Powai
d3580049,19.11470,72.85148,0.575,FRC4,46,1,Andheri-Jogeshwari-Powai
0348708f,19.11422,72.83921,0.576,FRC4,17,1,Andheri-Jogeshwari-Powai
038dbe4c,19.14599,72.83391,0.581,FRC2,22,1,Andheri-Jogeshwari-Powai
de806fbb,19.14403,72.82905,0.583,FRC4,21,1,Andheri-Jogeshwari-Powai
1ef76192,19.12133,72.91268,0.6,FRC4,17,1,Andheri-Jogeshwari-Powai
0d40257a,19.12117,72.91268,0.6,FRC4,20,3,Andheri-Jogeshwari-Powai
25342f62,19.12588,72.84438,0.611,FRC4,20,1,Andheri-Jogeshwari-Powai
5200e735,19.11332,72.82827,0.618,FRC2,25,4,Andheri-Jogeshwari-Powai
f2a83e10,19.12501,72.83274,0.652,FRC4,17,1,Andheri-Jogeshwari-Powai
b3044ec9,19.13544,72.83490,0.656,FRC4,17,1,Andheri-Jogeshwari-Powai
397bfb80,19.14391,72.84047,0.656,FRC2,17,2,Andheri-Jogeshwari-Powai
0cf12a86,19.13544,72.83490,0.658,FRC4,15,1,Andheri-Jogeshwari-Powai
b410e053,19.12502,72.83276,0.665,FRC4,19,3,Andheri-Jogeshwari-Powai
79124ee3,19.14565,72.83667,0.678,FRC2,20,2,Andheri-Jogeshwari-Powai
bcb37771,19.14942,72.83152,0.678,FRC4,20,2,Andheri-Jogeshwari-Powai
4809ff4e,19.14935,72.83141,0.68,FRC4,24,1,Andheri-Jogeshwari-Powai
84e7f051,19.12762,72.92000,0.682,FRC2,27,4,Andheri-Jogeshwari-Powai
19833a13,19.12321,72.87874,0.687,FRC4,24,1,Andheri-Jogeshwari-Powai
be1e91bb,19.12311,72.87865,0.7,FRC4,24,2,Andheri-Jogeshwari-Powai
82b06e9e,19.12228,72.86733,0.741,FRC4,21,1,Andheri-Jogeshwari-Powai
63d33d17,19.12227,72.86745,0.749,FRC4,19,1,Andheri-Jogeshwari-Powai
03826929,19.14017,72.82380,0.799,FRC4,25,2,Andheri-Jogeshwari-Powai
09a3c471,19.12926,72.86040,0.815,FRC4,18,4,Andheri-Jogeshwari-Powai
53d5b0ab,19.13804,72.84074,0.815,FRC4,18,2,Andheri-Jogeshwari-Powai
460419c8,19.12936,72.86048,0.817,FRC4,17,1,Andheri-Jogeshwari-Powai
a85e90d9,19.13804,72.84074,0.817,FRC4,20,1,Andheri-Jogeshwari-Powai
f546b6d3,19.11159,72.85895,0.83,FRC4,18,3,Andheri-Jogeshwari-Powai
075e666d,19.14091,72.82238,0.838,FRC4,26,5,Andheri-Jogeshwari-Powai
d9c03d71,19.15450,72.84369,0.844,FRC4,20,3,Andheri-Jogeshwari-Powai
7b496158,19.15469,72.84364,0.846,FRC4,21,1,Andheri-Jogeshwari-Powai
b3ec9c7e,19.12020,72.90105,0.85,FRC2,30,2,Andheri-Jogeshwari-Powai
052c07bc,19.12843,72.86512,0.85,FRC4,23,1,Andheri-Jogeshwari-Powai
0aa3f144,19.12839,72.86516,0.85,FRC4,23,1,Andheri-Jogeshwari-Powai
7bde061b,19.14591,72.85353,0.875,FRC3,14,4,Andheri-Jogeshwari-Powai
bfc3fbb0,19.12761,72.84284,0.922,FRC4,20,4,Andheri-Jogeshwari-Powai
ed01eb33,19.12777,72.84235,0.939,FRC4,19,2,Andheri-Jogeshwari-Powai
ecc62ef2,19.12304,72.84946,0.944,FRC4,20,2,Andheri-Jogeshwari-Powai
f114b9c5,19.12307,72.84948,0.945,FRC4,19,1,Andheri-Jogeshwari-Powai
d1f22c4a,19.12523,72.92641,0.965,FRC2,23,4,Andheri-Jogeshwari-Powai
0fa135b2,19.15440,72.83888,0.978,FRC4,23,4,Andheri-Jogeshwari-Powai
3258d890,19.15414,72.83916,0.98,FRC4,21,1,Andheri-Jogeshwari-Powai
2ee7799b,19.12095,72.87619,0.996,FRC4,28,3,Andheri-Jogeshwari-Powai
d75d703b,19.12102,72.87604,1.008,FRC4,22,2,Andheri-Jogeshwari-Powai
e8033122,19.15438,72.85669,1.111,FRC3,25,1,Andheri-Jogeshwari-Powai
28654e3d,19.14798,72.82909,1.12,FRC6,21,1,Andheri-Jogeshwari-Powai
b847a52b,19.15908,72.84077,1.137,FRC4,21,3,Andheri-Jogeshwari-Powai
e551523d,19.15916,72.84072,1.137,FRC4,22,6,Andheri-Jogeshwari-Powai
74af1e7d,19.13115,72.87239,1.139,FRC4,20,2,Andheri-Jogeshwari-Powai
6ad1d389,19.13115,72.87239,1.14,FRC4,19,1,Andheri-Jogeshwari-Powai
2a8021bb,19.13399,72.86583,1.15,FRC4,18,4,Andheri-Jogeshwari-Powai
9ac0cfd3,19.15293,72.85068,1.152,FRC3,29,2,Andheri-Jogeshwari-Powai
2db5f04e,19.13244,72.85487,1.194,FRC4,25,5,Andheri-Jogeshwari-Powai
c2f10a21,19.14634,72.82435,1.22,FRC4,24,16,Andheri-Jogeshwari-Powai
3b1393ee,19.14146,72.83221,1.277,FRC4,19,1,Andheri-Jogeshwari-Powai
e0de64dc,19.14684,72.82951,1.278,FRC4,21,8,Andheri-Jogeshwari-Powai
5117d262,19.14588,72.82375,1.28,FRC6,24,4,Andheri-Jogeshwari-Powai
e65ea509,19.14303,72.85519,1.293,FRC3,26,1,Andheri-Jogeshwari-Powai
3299cea2,19.14120,72.83143,1.295,FRC4,18,5,Andheri-Jogeshwari-Powai
baad2d82,19.13256,72.83177,1.31,FRC4,18,2,Andheri-Jogeshwari-Powai
19f3d4e8,19.13260,72.83179,1.315,FRC4,18,5,Andheri-Jogeshwari-Powai
2391bb73,19.14472,72.83811,1.355,FRC2,18,4,Andheri-Jogeshwari-Powai
32585fbe,19.12543,72.85959,1.504,FRC4,19,6,Andheri-Jogeshwari-Powai
5fc8f912,19.11257,72.85463,1.571,FRC4,22,3,Andheri-Jogeshwari-Powai
a970f06e,19.13263,72.86510,1.61,FRC4,19,3,Andheri-Jogeshwari-Powai
da6a9cd3,19.13275,72.85547,1.683,FRC4,26,5,Andheri-Jogeshwari-Powai
35823ee5,19.15174,72.82927,1.785,FRC4,25,30,Andheri-Jogeshwari-Powai
8a347b63,19.15143,72.82937,1.792,FRC4,25,9,Andheri-Jogeshwari-Powai
dbbe576f,19.13173,72.82550,1.797,FRC4,21,5,Andheri-Jogeshwari-Powai
4f418450,19.13518,72.83735,1.81,FRC4,18,4,Andheri-Jogeshwari-Powai
a215d444,19.13286,72.82543,1.811,FRC4,20,9,Andheri-Jogeshwari-Powai
61d9a6ac,19.14950,72.85017,1.812,FRC3,15,1,Andheri-Jogeshwari-Powai
da60f811,19.13595,72.83737,1.816,FRC6,19,5,Andheri-Jogeshwari-Powai
8058a9ac,19.13536,72.81517,1.833,FRC4,20,6,Andheri-Jogeshwari-Powai
cf94ac55,19.13569,72.81521,1.843,FRC4,21,16,Andheri-Jogeshwari-Powai
d97d222d,19.15519,72.94278,1.856,FRC4,17,5,Andheri-Jogeshwari-Powai
9208aee5,19.15504,72.94262,1.87,FRC4,18,3,Andheri-Jogeshwari-Powai
5c8d5f83,19.15395,72.85636,1.878,FRC3,21,5,Andheri-Jogeshwari-Powai
6e76fb1d,19.12400,72.82315,1.986,FRC4,22,17,Andheri-Jogeshwari-Powai
c41294b8,19.12432,72.82306,1.998,FRC4,22,6,Andheri-Jogeshwari-Powai
927f5779,19.14611,72.85604,2.013,FRC3,24,16,Andheri-Jogeshwari-Powai
8c8530e1,19.15529,72.85392,2.069,FRC4,28,2,Andheri-Jogeshwari-Powai
7c534c76,19.15775,72.85124,2.134,FRC7,17,2,Andheri-Jogeshwari-Powai
81ff53cd,19.15766,72.85126,2.14,FRC4,18,8,Andheri-Jogeshwari-Powai
c1cb1d83,19.14544,72.93048,2.177,FRC4,17,5,Andheri-Jogeshwari-Powai
08256385,19.14549,72.93054,2.186,FRC4,17,34,Andheri-Jogeshwari-Powai
0d3fcded,19.12177,72.87048,2.285,FRC6,25,2,Andheri-Jogeshwari-Powai
c1f1db60,19.11240,72.83361,2.707,FRC2,22,11,Andheri-Jogeshwari-Powai
8974cf7a,19.13947,72.94714,2.981,FRC4,37,21,Andheri-Jogeshwari-Powai
5a360cda,19.07052,72.87688,0.233,FRC4,15,1,Bandra-Khar-Santacruz + BKC
486d3d39,19.10500,72.83061,0.29,FRC3,12,1,Bandra-Khar-Santacruz + BKC
4fdd8bc9,19.10270,72.85532,0.298,FRC2,37,1,Bandra-Khar-Santacruz + BKC
892f8518,19.10522,72.83067,0.345,FRC3,27,1,Bandra-Khar-Santacruz + BKC
6d879107,19.10997,72.85886,0.476,FRC4,16,1,Bandra-Khar-Santacruz + BKC
693dd806,19.06112,72.84643,0.507,FRC2,32,1,Bandra-Khar-Santacruz + BKC
50662c7d,19.06087,72.85380,0.513,FRC4,26,2,Bandra-Khar-Santacruz + BKC
00e3a6cd,19.07875,72.83155,0.549,FRC4,13,1,Bandra-Khar-Santacruz + BKC
17d9a412,19.07873,72.83177,0.56,FRC4,13,2,Bandra-Khar-Santacruz + BKC
8cc15a13,19.08717,72.83455,0.6,FRC4,17,1,Bandra-Khar-Santacruz + BKC
f5efefdd,19.08761,72.83444,0.605,FRC4,22,8,Bandra-Khar-Santacruz + BKC
3d75e9ea,19.07573,72.87698,0.662,FRC4,16,1,Bandra-Khar-Santacruz + BKC
15013953,19.07146,72.87915,0.729,FRC4,16,1,Bandra-Khar-Santacruz + BKC
b32b02d6,19.07617,72.87715,0.733,FRC4,20,1,Bandra-Khar-Santacruz + BKC
d93bc192,19.06204,72.83419,0.832,FRC4,14,2,Bandra-Khar-Santacruz + BKC
b7c4da0a,19.06196,72.83397,0.906,FRC4,13,2,Bandra-Khar-Santacruz + BKC
9f158cc6,19.10658,72.86861,1.05,FRC4,20,3,Bandra-Khar-Santacruz + BKC
45c45ce6,19.10658,72.86861,1.05,FRC6,20,1,Bandra-Khar-Santacruz + BKC
0efdc927,19.07500,72.87950,1.06,FRC4,12,1,Bandra-Khar-Santacruz + BKC
64371634,19.10826,72.86606,1.12,FRC4,21,2,Bandra-Khar-Santacruz + BKC
74274e2d,19.06009,72.86082,1.125,FRC2,27,3,Bandra-Khar-Santacruz + BKC
77b66e43,19.10825,72.86603,1.128,FRC4,20,3,Bandra-Khar-Santacruz + BKC
8fa8caa8,19.07193,72.87906,1.248,FRC4,14,3,Bandra-Khar-Santacruz + BKC
86d88367,19.06666,72.85632,1.253,FRC4,24,4,Bandra-Khar-Santacruz + BKC
27ab7bf5,19.07381,72.87237,1.272,FRC4,42,2,Bandra-Khar-Santacruz + BKC
e21738e5,19.07971,72.84648,1.288,FRC2,45,3,Bandra-Khar-Santacruz + BKC
47edf1c5,19.07906,72.82909,1.333,FRC7,12,2,Bandra-Khar-Santacruz + BKC
b3fb4728,19.06889,72.84846,1.393,FRC4,23,4,Bandra-Khar-Santacruz + BKC
77af97f7,19.07851,72.84658,1.394,FRC2,26,2,Bandra-Khar-Santacruz + BKC
e8c7bdd4,19.10321,72.83371,1.4,FRC4,21,3,Bandra-Khar-Santacruz + BKC
b47ffe9e,19.07814,72.84690,1.416,FRC2,28,3,Bandra-Khar-Santacruz + BKC
b0248300,19.07434,72.85252,1.517,FRC4,30,7,Bandra-Khar-Santacruz + BKC
407c5668,19.07462,72.85315,1.524,FRC2,31,6,Bandra-Khar-Santacruz + BKC
83cfd3f3,19.08074,72.85041,1.68,FRC4,23,6,Bandra-Khar-Santacruz + BKC
9fbef4fb,19.06906,72.83605,1.696,FRC4,15,3,Bandra-Khar-Santacruz + BKC
89fc9104,19.09061,72.84077,1.763,FRC4,23,3,Bandra-Khar-Santacruz + BKC
a5d4a7ee,19.10224,72.86169,1.907,FRC2,52,19,Bandra-Khar-Santacruz + BKC
0ac6fabc,19.08207,72.83040,1.975,FRC6,15,1,Bandra-Khar-Santacruz + BKC
63f820b3,19.07900,72.86929,1.978,FRC4,21,16,Bandra-Khar-Santacruz + BKC
1c386535,19.07578,72.83720,2.116,FRC4,17,2,Bandra-Khar-Santacruz + BKC
a597f643,19.06720,72.85337,2.169,FRC4,22,5,Bandra-Khar-Santacruz + BKC
fd23a021,19.07369,72.86522,2.265,FRC4,27,5,Bandra-Khar-Santacruz + BKC
18e9e8d5,19.08200,72.86242,2.333,FRC4,25,6,Bandra-Khar-Santacruz + BKC
ead13699,19.07350,72.86250,2.409,FRC2,49,2,Bandra-Khar-Santacruz + BKC
39e88dc1,19.06649,72.82891,2.418,FRC6,17,9,Bandra-Khar-Santacruz + BKC
199e1194,19.06649,72.82891,2.418,FRC4,17,2,Bandra-Khar-Santacruz + BKC
ef55dcf5,19.07198,72.83456,2.837,FRC2,23,5,Bandra-Khar-Santacruz + BKC
6ed7885a,19.07248,72.83445,2.849,FRC2,23,8,Bandra-Khar-Santacruz + BKC
ed649880,19.06554,72.86763,2.932,FRC6,26,5,Bandra-Khar-Santacruz + BKC
47373791,19.08846,72.84740,2.973,FRC4,24,12,Bandra-Khar-Santacruz + BKC
64af1ca6,19.17764,72.95174,0.362,FRC4,15,2,Bhandup-Mulund-Thane
3b52645e,19.16432,72.94501,0.414,FRC4,21,1,Bhandup-Mulund-Thane
7a1af3c3,19.19426,72.95202,0.453,FRC4,24,1,Bhandup-Mulund-Thane
4bc21fbf,19.20556,72.95584,0.465,FRC4,18,1,Bhandup-Mulund-Thane
7f83cc63,19.17703,72.95095,0.467,FRC4,20,1,Bhandup-Mulund-Thane
a52d1e22,19.20555,72.95576,0.472,FRC4,17,1,Bhandup-Mulund-Thane
d3151995,19.17353,72.95346,0.533,FRC4,14,1,Bhandup-Mulund-Thane
9d562558,19.17353,72.95346,0.534,FRC4,13,2,Bhandup-Mulund-Thane
663cc9d9,19.17467,72.95648,0.64,FRC4,18,1,Bhandup-Mulund-Thane
7f3ea6f4,19.16815,72.95445,0.687,FRC4,24,1,Bhandup-Mulund-Thane
2dd5c4ec,19.16711,72.95712,0.7,FRC4,20,2,Bhandup-Mulund-Thane
7d474b5a,19.16554,72.93416,0.821,FRC4,15,2,Bhandup-Mulund-Thane
81546fce,19.18634,72.95924,0.9,FRC2,24,2,Bhandup-Mulund-Thane
ff043d2b,19.17853,72.94962,0.956,FRC4,20,2,Bhandup-Mulund-Thane
a47f22d3,19.17852,72.94958,0.961,FRC5,19,1,Bhandup-Mulund-Thane
3b8afffa,19.18727,72.94652,1.076,FRC4,16,4,Bhandup-Mulund-Thane
31260874,19.18724,72.94656,1.079,FRC4,15,3,Bhandup-Mulund-Thane
dd38b2bd,19.17275,72.96205,1.093,FRC4,19,1,Bhandup-Mulund-Thane
f8e67fa2,19.16885,72.94548,1.149,FRC4,22,2,Bhandup-Mulund-Thane
87ed1d8f,19.16888,72.94548,1.149,FRC4,22,4,Bhandup-Mulund-Thane
4f5415ef,19.19468,72.94847,1.15,FRC4,23,3,Bhandup-Mulund-Thane
94bae602,19.19434,72.96258,1.261,FRC4,20,3,Bhandup-Mulund-Thane
71643196,19.20833,72.95695,1.29,FRC4,18,2,Bhandup-Mulund-Thane
ba032be7,19.19900,72.95440,1.301,FRC4,21,3,Bhandup-Mulund-Thane
ec9d1b0a,19.19893,72.95438,1.307,FRC4,21,5,Bhandup-Mulund-Thane
eaf6a921,19.17906,72.95862,1.354,FRC4,23,1,Bhandup-Mulund-Thane
c700b62c,19.17980,72.95796,1.4,FRC4,21,4,Bhandup-Mulund-Thane
8aa38a91,19.16974,72.95755,1.427,FRC6,16,1,Bhandup-Mulund-Thane
a09066bc,19.18213,72.94218,1.506,FRC4,20,6,Bhandup-Mulund-Thane
b73116d2,19.18215,72.94208,1.511,FRC4,20,2,Bhandup-Mulund-Thane
dd37e7d2,19.20172,72.96583,1.556,FRC3,28,1,Bhandup-Mulund-Thane
fa930838,19.20196,72.94983,1.689,FRC4,20,4,Bhandup-Mulund-Thane
2038938e,19.19180,72.94503,1.715,FRC7,13,1,Bhandup-Mulund-Thane
d7d351d9,19.19965,72.94618,1.799,FRC4,17,6,Bhandup-Mulund-Thane
af74a11b,19.19024,72.95278,1.911,FRC4,19,5,Bhandup-Mulund-Thane
ef5ea7cf,19.19696,72.96445,1.998,FRC4,22,1,Bhandup-Mulund-Thane
749c82bf,19.20163,72.95901,2.044,FRC4,20,5,Bhandup-Mulund-Thane
a367fdfb,19.20157,72.95897,2.044,FRC4,20,2,Bhandup-Mulund-Thane
69bd8bd7,19.17395,72.93671,2.045,FRC4,18,1,Bhandup-Mulund-Thane
96544326,19.17414,72.93693,2.054,FRC4,17,1,Bhandup-Mulund-Thane
34d1a158,19.22738,72.97000,2.062,FRC4,25,1,Bhandup-Mulund-Thane
84020e97,19.16584,72.95605,2.134,FRC4,23,3,Bhandup-Mulund-Thane
bceec425,19.15883,72.95953,2.226,FRC4,35,2,Bhandup-Mulund-Thane
03edfb5e,19.16841,72.95119,2.298,FRC4,16,3,Bhandup-Mulund-Thane
5e57f7b4,19.17420,72.95879,2.45,FRC4,21,2,Bhandup-Mulund-Thane
05f8b11b,19.20157,72.96668,2.812,FRC1,42,1,Bhandup-Mulund-Thane
4bfed46a,19.20204,72.96726,2.849,FRC1,46,3,Bhandup-Mulund-Thane
6d291830,19.17293,72.94863,2.887,FRC5,19,5,Bhandup-Mulund-Thane
fb769626,19.17311,72.94867,2.899,FRC4,17,3,Bhandup-Mulund-Thane
88dc39fd,19.02906,72.88771,0.105,FRC4,21,1,Central (Dadar-Sion-Matunga)
8e25beee,19.04691,72.82902,0.159,FRC4,41,1,Central (Dadar-Sion-Matunga)
b1b02d24,19.04210,72.87598,0.179,FRC4,17,2,Central (Dadar-Sion-Matunga)
3b38a2eb,19.02798,72.88561,0.231,FRC4,49,2,Central (Dadar-Sion-Matunga)
49abdb96,19.02980,72.88889,0.24,FRC4,36,1,Central (Dadar-Sion-Matunga)
1b266272,19.04961,72.83898,0.26,FRC2,36,1,Central (Dadar-Sion-Matunga)
f7a78d09,19.05425,72.84912,0.264,FRC2,38,1,Central (Dadar-Sion-Matunga)
69a6aebe,19.05342,72.84853,0.274,FRC2,21,1,Central (Dadar-Sion-Matunga)
409ca3,19.00445,72.84306,0.293,FRC4,24,2,Central (Dadar-Sion-Matunga)
